epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,531.791,0.93319,1.13289,0.99627,0.62129,0.19829,0.27485,0.15884,1.55428,3.2221,1.55391,0.000217568,0.000217568,0.000217568
24,552.682,0.91047,1.15748,1.00951,0.59923,0.21259,0.27515,0.16106,1.54444,3.22537,1.55553,0.000226358,0.000226358,0.000226358
25,572.871,0.88955,1.07139,0.98604,0.61218,0.22009,0.27524,0.15972,1.55411,3.19233,1.56207,0.00023508,0.00023508,0.00023508
26,593.684,0.85606,1.05367,0.99434,0.59206,0.21002,0.28751,0.16099,1.56309,3.1446,1.57053,0.000243734,0.000243734,0.000243734
27,613.73,0.77208,1.02371,0.96264,0.61846,0.22567,0.29622,0.16006,1.57273,3.16657,1.57944,0.000252319,0.000252319,0.000252319
28,633.534,0.83701,1.02699,0.98364,0.60322,0.22809,0.28911,0.15975,1.5686,3.18271,1.59121,0.000260836,0.000260836,0.000260836
29,654.04,0.88555,1.03929,1.00287,0.60322,0.22809,0.28911,0.15975,1.5686,3.18271,1.59121,0.000269285,0.000269285,0.000269285
30,677.219,0.8856,1.10363,1.00996,0.59418,0.21457,0.28294,0.1619,1.54864,3.1984,1.58745,0.000277665,0.000277665,0.000277665
31,699.036,0.93159,1.08129,1.00951,0.62852,0.20302,0.26251,0.14605,1.56373,3.19346,1.60075,0.000285977,0.000285977,0.000285977
32,724.025,0.86299,0.9972,1.00072,0.63694,0.20828,0.271,0.14996,1.58774,3.16355,1.60146,0.000294221,0.000294221,0.000294221
33,745.18,0.84817,1.03575,0.99863,0.63694,0.20828,0.271,0.14996,1.58774,3.16355,1.60146,0.000302397,0.000302397,0.000302397
34,765.256,0.87822,1.05576,0.9636,0.51695,0.22004,0.26584,0.14269,1.61436,3.14824,1.60314,0.000307429,0.000307429,0.000307429
35,786.808,0.81964,1.01252,0.96885,0.61472,0.21131,0.27877,0.15335,1.59985,3.13734,1.60424,0.000306291,0.000306291,0.000306291
36,808.729,0.88769,1.00742,1.0018,0.6365,0.21122,0.28368,0.16009,1.57946,3.12545,1.59484,0.000305152,0.000305152,0.000305152
37,829.198,0.90154,1.06374,0.99336,0.6365,0.21122,0.28368,0.16009,1.57946,3.12545,1.59484,0.000304014,0.000304014,0.000304014
38,850.72,0.8699,0.99544,0.97608,0.65624,0.1934,0.28658,0.16161,1.58082,3.14063,1.58535,0.000302875,0.000302875,0.000302875
39,871.502,0.90184,1.05418,0.98469,0.53219,0.26867,0.30791,0.1798,1.55847,3.15836,1.56827,0.000301737,0.000301737,0.000301737
40,891.558,0.86296,1.02961,0.96357,0.54591,0.26282,0.30723,0.1776,1.56105,3.2146,1.56854,0.000300598,0.000300598,0.000300598
41,912.056,0.8758,1.01823,0.99428,0.54591,0.26282,0.30723,0.1776,1.56105,3.2146,1.56854,0.00029946,0.00029946,0.00029946
42,932.054,0.8621,1.00618,0.9758,0.52936,0.26142,0.31135,0.17519,1.57924,3.25261,1.5935,0.000298321,0.000298321,0.000298321
43,952.876,0.85614,1.01036,0.97791,0.487,0.25883,0.30029,0.16149,1.57953,3.28055,1.58873,0.000297183,0.000297183,0.000297183
44,973.218,0.84167,0.98114,0.99053,0.46337,0.23461,0.28809,0.1569,1.55675,3.31548,1.56957,0.000296044,0.000296044,0.000296044
45,993.984,0.9263,1.0995,0.97374,0.46337,0.23461,0.28809,0.1569,1.55675,3.31548,1.56957,0.000294906,0.000294906,0.000294906
46,1014.3,0.90965,1.03225,1.01937,0.79082,0.18985,0.28443,0.15657,1.52597,3.30909,1.54954,0.000293768,0.000293768,0.000293768
47,1034.48,0.89731,1.02347,1.00101,0.64273,0.21251,0.28024,0.15943,1.5503,3.31073,1.56047,0.000292629,0.000292629,0.000292629
48,1054.13,0.85235,1.02414,0.97819,0.71415,0.19921,0.2956,0.16168,1.53648,3.31922,1.55244,0.00029149,0.00029149,0.00029149
49,1075.32,0.93546,1.0795,0.98827,0.71415,0.19921,0.2956,0.16168,1.53648,3.31922,1.55244,0.000290352,0.000290352,0.000290352
50,1097.37,0.88425,1.0196,0.99795,0.60903,0.22624,0.28419,0.1559,1.54846,3.25603,1.56161,0.000289213,0.000289213,0.000289213
51,1117.38,0.84616,0.96132,0.99524,0.6045,0.2314,0.2943,0.16208,1.57465,3.14829,1.60953,0.000288075,0.000288075,0.000288075
52,1137.29,0.87164,0.96784,0.98121,0.55436,0.25887,0.29632,0.16226,1.58703,3.05135,1.65334,0.000286936,0.000286936,0.000286936
53,1156.92,0.90333,1.01567,0.97996,0.55436,0.25887,0.29632,0.16226,1.58703,3.05135,1.65334,0.000285798,0.000285798,0.000285798
54,1176.56,0.86919,1.00724,0.96878,0.53419,0.30971,0.31344,0.17296,1.60971,2.99019,1.68289,0.000284659,0.000284659,0.000284659
55,1197.15,0.8506,0.97726,0.98171,0.5312,0.2939,0.30752,0.17358,1.59059,2.97675,1.66726,0.000283521,0.000283521,0.000283521
56,1218.32,0.83832,0.96437,0.96808,0.52039,0.28126,0.31242,0.182,1.56043,2.98822,1.6417,0.000282382,0.000282382,0.000282382
57,1237.36,0.83116,0.92969,0.9708,0.52039,0.28126,0.31242,0.182,1.56043,2.98822,1.6417,0.000281244,0.000281244,0.000281244
58,1256.22,0.77554,0.9315,0.97406,0.48908,0.28317,0.30107,0.17511,1.55498,3.03955,1.62323,0.000280106,0.000280106,0.000280106
59,1276.58,0.87421,0.97612,0.98484,0.48311,0.29051,0.29211,0.16841,1.56484,3.08014,1.61358,0.000278967,0.000278967,0.000278967
60,1298.17,0.88954,0.98788,0.97505,0.48903,0.28069,0.2916,0.1704,1.60647,3.06925,1.6324,0.000277828,0.000277828,0.000277828
61,1319.14,0.84417,0.92822,0.9603,0.48903,0.28069,0.2916,0.1704,1.60647,3.06925,1.6324,0.00027669,0.00027669,0.00027669
62,1340.38,0.89097,1.00108,0.97337,0.52451,0.27747,0.3051,0.17725,1.61977,3.07598,1.64098,0.000275551,0.000275551,0.000275551
63,1363.57,0.86205,0.91476,0.99687,0.52849,0.23585,0.3112,0.18876,1.56603,3.08061,1.61736,0.000274413,0.000274413,0.000274413
64,1385.84,0.80029,0.95001,0.96655,0.52138,0.26594,0.32051,0.19773,1.54326,3.0243,1.60627,0.000273275,0.000273275,0.000273275
65,1407.59,0.90386,0.98222,0.98079,0.52138,0.26594,0.32051,0.19773,1.54326,3.0243,1.60627,0.000272136,0.000272136,0.000272136
66,1428.8,0.83342,0.92944,0.98503,0.48484,0.25844,0.2966,0.18487,1.55539,3.00242,1.60162,0.000270997,0.000270997,0.000270997
67,1450.3,0.81426,0.9173,0.98394,0.47654,0.24313,0.28354,0.17495,1.56391,2.99229,1.60558,0.000269859,0.000269859,0.000269859
68,1470.87,0.80859,0.89562,0.9711,0.48217,0.23303,0.2888,0.1738,1.56126,3.04906,1.59818,0.00026872,0.00026872,0.00026872
69,1491.67,0.87162,0.9628,0.96546,0.48217,0.23303,0.2888,0.1738,1.56126,3.04906,1.59818,0.000267582,0.000267582,0.000267582
70,1512.28,0.85872,0.93294,0.98438,0.50868,0.2498,0.28797,0.17081,1.541,3.10049,1.57699,0.000266444,0.000266444,0.000266444
71,1533.01,0.86694,0.9681,0.97642,0.4775,0.23504,0.28509,0.17271,1.53291,3.1042,1.57043,0.000265305,0.000265305,0.000265305
72,1553.91,0.82053,0.90005,0.95451,0.46621,0.2787,0.29742,0.17383,1.55068,3.09986,1.5929,0.000264166,0.000264166,0.000264166
73,1573.89,0.84137,0.95095,0.95599,0.46621,0.2787,0.29742,0.17383,1.55068,3.09986,1.5929,0.000263028,0.000263028,0.000263028
74,1594.6,0.83741,0.89199,0.98258,0.45384,0.28656,0.30215,0.16857,1.57459,3.05036,1.62562,0.000261889,0.000261889,0.000261889
75,1615.67,0.876,0.97466,1.02107,0.49696,0.30635,0.31814,0.17741,1.56198,3.0411,1.62552,0.000260751,0.000260751,0.000260751
76,1641.01,0.85716,0.92059,0.99361,0.51093,0.28808,0.32789,0.18652,1.53294,3.04736,1.59804,0.000259612,0.000259612,0.000259612
77,1663.46,0.88932,0.95859,1.00825,0.51093,0.28808,0.32789,0.18652,1.53294,3.04736,1.59804,0.000258474,0.000258474,0.000258474
78,1684.05,0.85687,0.9068,0.97086,0.64832,0.24614,0.34784,0.19809,1.52724,3.09986,1.58695,0.000257336,0.000257336,0.000257336
79,1704.45,0.85718,0.91355,0.96688,0.52236,0.26989,0.34773,0.19461,1.53203,3.17004,1.59033,0.000256197,0.000256197,0.000256197
80,1724.09,0.8803,0.96093,0.97315,0.49552,0.31139,0.33296,0.18559,1.54111,3.17449,1.59893,0.000255059,0.000255059,0.000255059
81,1743.42,0.84364,0.92764,0.98304,0.49552,0.31139,0.33296,0.18559,1.54111,3.17449,1.59893,0.00025392,0.00025392,0.00025392
82,1762.93,0.84637,0.92916,0.95801,0.49314,0.29611,0.32647,0.18168,1.54968,3.17372,1.60638,0.000252781,0.000252781,0.000252781
83,1782.45,0.84927,0.884,0.97683,0.44447,0.27281,0.31647,0.1779,1.55072,3.18237,1.60669,0.000251643,0.000251643,0.000251643
84,1802.91,0.88034,0.92655,0.96893,0.5094,0.2658,0.30506,0.18417,1.55019,3.1907,1.60789,0.000250505,0.000250505,0.000250505
85,1823.86,0.89811,0.95698,0.97481,0.5094,0.2658,0.30506,0.18417,1.55019,3.1907,1.60789,0.000249366,0.000249366,0.000249366
86,1844.85,0.84044,0.88232,0.97157,0.46542,0.26653,0.31617,0.18909,1.56502,3.1573,1.62661,0.000248228,0.000248228,0.000248228
87,1865.95,0.85428,0.91602,0.97925,0.50449,0.27671,0.32991,0.19531,1.58369,3.08631,1.6407,0.000247089,0.000247089,0.000247089
88,1886.83,0.79812,0.8546,0.97443,0.53908,0.2506,0.32551,0.18514,1.61969,3.06973,1.67189,0.00024595,0.00024595,0.00024595
89,1910.25,0.80182,0.85534,0.98806,0.53908,0.2506,0.32551,0.18514,1.61969,3.06973,1.67189,0.000244812,0.000244812,0.000244812
90,1935.43,0.82893,0.88615,0.96763,0.59999,0.26263,0.33892,0.20073,1.61869,3.04435,1.67046,0.000243674,0.000243674,0.000243674
91,1960.23,0.80336,0.86052,0.95599,0.65262,0.25875,0.33764,0.19812,1.59339,3.03659,1.65291,0.000242535,0.000242535,0.000242535
92,1986.13,0.83809,0.8967,0.96113,0.65554,0.25531,0.34201,0.20186,1.59233,3.06044,1.6442,0.000241396,0.000241396,0.000241396
93,2008.63,0.80251,0.86329,0.97572,0.65554,0.25531,0.34201,0.20186,1.59233,3.06044,1.6442,0.000240258,0.000240258,0.000240258
94,2034.08,0.76601,0.80606,0.95282,0.65219,0.258,0.33745,0.19512,1.59467,3.09798,1.63583,0.000239119,0.000239119,0.000239119
95,2070.02,0.82211,0.85904,0.95808,0.6278,0.24294,0.3221,0.18615,1.61114,3.10839,1.65527,0.000237981,0.000237981,0.000237981
96,2098.98,0.83692,0.87094,0.97354,0.64038,0.23362,0.31415,0.17822,1.61321,3.12548,1.66091,0.000236843,0.000236843,0.000236843
97,2127.88,0.86112,0.94755,0.97841,0.64038,0.23362,0.31415,0.17822,1.61321,3.12548,1.66091,0.000235704,0.000235704,0.000235704
98,2152.94,0.83198,0.86987,0.97564,0.64248,0.23792,0.32199,0.18057,1.59047,3.09587,1.64785,0.000234566,0.000234566,0.000234566
99,2177.75,0.81721,0.88346,0.97239,0.6105,0.25261,0.3174,0.18126,1.59439,3.06239,1.6556,0.000233427,0.000233427,0.000233427
100,2199.71,0.80309,0.86714,0.9631,0.48462,0.28791,0.30434,0.17208,1.61433,3.07196,1.66976,0.000232288,0.000232288,0.000232288
101,2223.27,0.80598,0.87149,0.95765,0.48462,0.28791,0.30434,0.17208,1.61433,3.07196,1.66976,0.00023115,0.00023115,0.00023115
102,2247.99,0.82398,0.89464,0.96092,0.58821,0.22862,0.29117,0.16787,1.64483,3.08527,1.6898,0.000230011,0.000230011,0.000230011
103,2269.69,0.83793,0.86955,0.9656,0.49288,0.25273,0.28947,0.16475,1.66153,3.09584,1.69745,0.000228873,0.000228873,0.000228873
104,2289.56,0.84084,0.88007,0.9838,0.54541,0.24176,0.29866,0.17019,1.65859,3.10509,1.691,0.000227735,0.000227735,0.000227735
105,2309.18,0.7699,0.80258,0.94706,0.54541,0.24176,0.29866,0.17019,1.65859,3.10509,1.691,0.000226596,0.000226596,0.000226596
106,2328.92,0.82658,0.86522,0.99145,0.66459,0.22157,0.31682,0.17962,1.64973,3.11919,1.68635,0.000225457,0.000225457,0.000225457
107,2349.4,0.8148,0.85247,0.94925,0.68815,0.23184,0.32392,0.18508,1.63997,3.08772,1.69331,0.000224319,0.000224319,0.000224319
108,2369.27,0.78518,0.84736,0.93781,0.67032,0.23969,0.3264,0.18399,1.64073,3.04359,1.69335,0.00022318,0.00022318,0.00022318
109,2389.16,0.84294,0.86985,0.94543,0.67032,0.23969,0.3264,0.18399,1.64073,3.04359,1.69335,0.000222042,0.000222042,0.000222042
110,2408.99,0.77264,0.82783,0.94208,0.45282,0.33268,0.33038,0.18687,1.64853,3.03621,1.6985,0.000220904,0.000220904,0.000220904
111,2428.87,0.76989,0.86152,0.97174,0.46956,0.31917,0.32268,0.18415,1.62241,3.04378,1.68353,0.000219765,0.000219765,0.000219765
112,2450.84,0.80873,0.82006,0.978,0.49146,0.32379,0.33196,0.19243,1.61478,3.08079,1.67336,0.000218627,0.000218627,0.000218627
113,2470.95,0.77739,0.81258,0.95878,0.49146,0.32379,0.33196,0.19243,1.61478,3.08079,1.67336,0.000217488,0.000217488,0.000217488
114,2490.33,0.75989,0.78619,0.95097,0.53735,0.29263,0.3433,0.20622,1.59826,3.10742,1.66074,0.000216349,0.000216349,0.000216349
115,2510.55,0.84889,0.90596,0.97713,0.60502,0.31513,0.33622,0.20356,1.58537,3.12654,1.6512,0.000215211,0.000215211,0.000215211
116,2530.26,0.75883,0.80135,0.95178,0.57952,0.29678,0.33401,0.20236,1.58953,3.14691,1.65725,0.000214073,0.000214073,0.000214073
117,2550.04,0.77208,0.76988,0.94894,0.57952,0.29678,0.33401,0.20236,1.58953,3.14691,1.65725,0.000212934,0.000212934,0.000212934
118,2569.61,0.7302,0.77257,0.95214,0.5457,0.27841,0.32866,0.19601,1.5891,3.14754,1.65394,0.000211795,0.000211795,0.000211795
119,2589.16,0.76928,0.78496,0.9534,0.67546,0.22913,0.32133,0.18793,1.58936,3.15636,1.64442,0.000210657,0.000210657,0.000210657
120,2608.67,0.78007,0.81796,0.94031,0.66699,0.22896,0.3213,0.18874,1.58662,3.17933,1.64536,0.000209518,0.000209518,0.000209518
121,2627.92,0.81501,0.82556,0.98244,0.66699,0.22896,0.3213,0.18874,1.58662,3.17933,1.64536,0.00020838,0.00020838,0.00020838
122,2648.3,0.76618,0.81163,0.94714,0.67073,0.21988,0.31296,0.18448,1.58218,3.19765,1.63456,0.000207241,0.000207241,0.000207241
123,2669.6,0.79416,0.80921,0.93262,0.63163,0.2455,0.31633,0.18793,1.5813,3.18043,1.64395,0.000206103,0.000206103,0.000206103
124,2691.18,0.76614,0.76268,0.95022,0.45438,0.29955,0.33026,0.18845,1.58873,3.09921,1.65767,0.000204965,0.000204965,0.000204965
125,2713.24,0.7802,0.78242,0.96416,0.45438,0.29955,0.33026,0.18845,1.58873,3.09921,1.65767,0.000203826,0.000203826,0.000203826
126,2739.52,0.77708,0.8081,0.94916,0.41671,0.30966,0.33527,0.18907,1.62361,3.03703,1.67907,0.000202687,0.000202687,0.000202687
127,2760.18,0.73604,0.79409,0.95894,0.41204,0.32674,0.34108,0.18569,1.64837,3.00629,1.7042,0.000201549,0.000201549,0.000201549
128,2780.51,0.78612,0.81185,0.94693,0.35622,0.31295,0.3228,0.18417,1.6523,2.99876,1.71986,0.00020041,0.00020041,0.00020041
129,2800.49,0.74138,0.77975,0.94611,0.35622,0.31295,0.3228,0.18417,1.6523,2.99876,1.71986,0.000199272,0.000199272,0.000199272
130,2819.94,0.77649,0.79226,0.94335,0.35674,0.31775,0.33185,0.1856,1.64954,2.98129,1.73463,0.000198134,0.000198134,0.000198134
131,2839.53,0.77443,0.80243,0.95023,0.35493,0.33592,0.32667,0.1786,1.66177,2.96723,1.75004,0.000196995,0.000196995,0.000196995
132,2858.81,0.76318,0.77485,0.9465,0.34472,0.33768,0.32989,0.18452,1.68518,2.92252,1.7711,0.000195856,0.000195856,0.000195856
133,2878.79,0.76266,0.79053,0.9514,0.34472,0.33768,0.32989,0.18452,1.68518,2.92252,1.7711,0.000194718,0.000194718,0.000194718
134,2898.6,0.79636,0.85199,0.96766,0.40288,0.31644,0.33355,0.18938,1.68794,2.86818,1.77898,0.000193579,0.000193579,0.000193579
135,2918.63,0.79165,0.80984,0.96253,0.59459,0.27702,0.33209,0.193,1.65002,2.84151,1.74234,0.000192441,0.000192441,0.000192441
136,2938.53,0.76909,0.81247,0.92804,0.62355,0.27528,0.34657,0.20618,1.62328,2.85712,1.71747,0.000191303,0.000191303,0.000191303
137,2958.59,0.75179,0.75627,0.93217,0.62355,0.27528,0.34657,0.20618,1.62328,2.85712,1.71747,0.000190164,0.000190164,0.000190164
138,2978.61,0.72766,0.74331,0.9295,0.67626,0.25768,0.34157,0.2086,1.61785,2.87029,1.71733,0.000189026,0.000189026,0.000189026
139,2998.81,0.74234,0.78149,0.93301,0.39769,0.33278,0.33203,0.20309,1.59889,2.90619,1.70283,0.000187887,0.000187887,0.000187887
140,3019.67,0.79847,0.81924,0.94954,0.42285,0.33103,0.33253,0.20126,1.59179,2.94507,1.69124,0.000186748,0.000186748,0.000186748
141,3041.58,0.73665,0.76799,0.94968,0.42285,0.33103,0.33253,0.20126,1.59179,2.94507,1.69124,0.00018561,0.00018561,0.00018561
142,3061.34,0.73165,0.74283,0.94671,0.3653,0.32206,0.33541,0.20818,1.58972,2.99472,1.69244,0.000184472,0.000184472,0.000184472
143,3081.16,0.77267,0.78281,0.93569,0.4199,0.3018,0.32211,0.19326,1.58859,3.0607,1.68902,0.000183333,0.000183333,0.000183333
144,3100.6,0.73685,0.746,0.95053,0.42626,0.2901,0.31366,0.19207,1.59727,3.08522,1.69111,0.000182195,0.000182195,0.000182195
145,3120.43,0.77229,0.79532,0.94207,0.42626,0.2901,0.31366,0.19207,1.59727,3.08522,1.69111,0.000181056,0.000181056,0.000181056
146,3140.64,0.72763,0.72758,0.91974,0.43767,0.29148,0.31628,0.19729,1.58513,3.12068,1.6706,0.000179917,0.000179917,0.000179917
147,3160.56,0.77781,0.80184,0.94805,0.45309,0.28991,0.31331,0.19613,1.58468,3.14973,1.66603,0.000178779,0.000178779,0.000178779
148,3182.31,0.72952,0.75078,0.93366,0.51647,0.299,0.33353,0.20066,1.57544,3.15214,1.65021,0.00017764,0.00017764,0.00017764
149,3206.41,0.75768,0.77338,0.92703,0.51647,0.299,0.33353,0.20066,1.57544,3.15214,1.65021,0.000176502,0.000176502,0.000176502
150,3230.31,0.7002,0.7395,0.91785,0.54423,0.27317,0.31737,0.19566,1.57346,3.1531,1.64395,0.000175364,0.000175364,0.000175364
151,3252.17,0.73995,0.76979,0.94911,0.45371,0.28313,0.31334,0.19404,1.5662,3.138,1.64085,0.000174225,0.000174225,0.000174225
152,3273.45,0.73534,0.75368,0.95189,0.43347,0.30539,0.3157,0.19465,1.5642,3.13322,1.64299,0.000173087,0.000173087,0.000173087
153,3298.19,0.7668,0.75921,0.93877,0.43347,0.30539,0.3157,0.19465,1.5642,3.13322,1.64299,0.000171948,0.000171948,0.000171948
154,3320.42,0.78624,0.77977,0.94246,0.48091,0.29524,0.30807,0.19861,1.56062,3.13827,1.63919,0.000170809,0.000170809,0.000170809
155,3340.83,0.72754,0.73849,0.937,0.4745,0.30546,0.32296,0.20082,1.57493,3.12707,1.63697,0.000169671,0.000169671,0.000169671
156,3360.27,0.76454,0.75785,0.93677,0.48403,0.2841,0.31232,0.19068,1.60728,3.15855,1.6464,0.000168532,0.000168532,0.000168532
157,3380.33,0.74321,0.75432,0.93724,0.48403,0.2841,0.31232,0.19068,1.60728,3.15855,1.6464,0.000167394,0.000167394,0.000167394
158,3399.95,0.75858,0.76422,0.95497,0.49512,0.28722,0.31093,0.19145,1.60571,3.18167,1.6425,0.000166255,0.000166255,0.000166255
159,3422.41,0.71279,0.74989,0.92685,0.48459,0.27853,0.30649,0.18966,1.59889,3.17043,1.6362,0.000165117,0.000165117,0.000165117
160,3444.3,0.70407,0.74449,0.94503,0.46746,0.27767,0.31544,0.19736,1.59482,3.16107,1.64558,0.000163978,0.000163978,0.000163978
161,3464.54,0.73994,0.76174,0.94772,0.46746,0.27767,0.31544,0.19736,1.59482,3.16107,1.64558,0.00016284,0.00016284,0.00016284
162,3484.89,0.72629,0.72201,0.93047,0.46219,0.26781,0.31502,0.19472,1.6035,3.13289,1.65815,0.000161702,0.000161702,0.000161702
163,3505.99,0.76118,0.75289,0.93641,0.48526,0.27248,0.31732,0.19005,1.61863,3.10809,1.6718,0.000160563,0.000160563,0.000160563
164,3526.35,0.72688,0.75344,0.93641,0.4957,0.30231,0.32276,0.1917,1.62749,3.08156,1.67406,0.000159425,0.000159425,0.000159425
165,3546.55,0.71635,0.73048,0.92886,0.4957,0.30231,0.32276,0.1917,1.62749,3.08156,1.67406,0.000158286,0.000158286,0.000158286
166,3566.65,0.72031,0.7291,0.93536,0.54453,0.31762,0.34126,0.18924,1.6165,3.07265,1.65702,0.000157147,0.000157147,0.000157147
167,3586.87,0.7506,0.74732,0.91877,0.54237,0.32904,0.34463,0.19616,1.62238,3.05782,1.66126,0.000156009,0.000156009,0.000156009
168,3607.72,0.72861,0.73245,0.92036,0.51218,0.28013,0.33746,0.19176,1.60416,3.03874,1.6571,0.00015487,0.00015487,0.00015487
169,3630.97,0.72627,0.72322,0.91931,0.51218,0.28013,0.33746,0.19176,1.60416,3.03874,1.6571,0.000153732,0.000153732,0.000153732
170,3658.07,0.69242,0.71309,0.94277,0.69715,0.22572,0.33499,0.19142,1.59251,3.02073,1.65027,0.000152593,0.000152593,0.000152593
171,3691.4,0.74483,0.75997,0.93215,0.66956,0.22716,0.33632,0.19144,1.58554,3.0165,1.64446,0.000151455,0.000151455,0.000151455
172,3723.45,0.74071,0.74283,0.93781,0.55719,0.23609,0.3144,0.18968,1.58349,3.04015,1.64603,0.000150317,0.000150317,0.000150317
173,3758.02,0.72132,0.71835,0.92665,0.55719,0.23609,0.3144,0.18968,1.58349,3.04015,1.64603,0.000149178,0.000149178,0.000149178
174,3790.58,0.71536,0.7365,0.92996,0.53554,0.24032,0.31638,0.19147,1.58227,3.08248,1.64428,0.00014804,0.00014804,0.00014804
175,3815.9,0.69611,0.73612,0.93017,0.47182,0.26248,0.32043,0.19064,1.59101,3.09299,1.6529,0.000146901,0.000146901,0.000146901
176,3845.74,0.67658,0.68452,0.90396,0.56425,0.25712,0.31724,0.18974,1.59841,3.08412,1.66179,0.000145762,0.000145762,0.000145762
177,3875.26,0.72667,0.75314,0.92753,0.56425,0.25712,0.31724,0.18974,1.59841,3.08412,1.66179,0.000144624,0.000144624,0.000144624
178,3906.3,0.73946,0.74996,0.91828,0.43172,0.28553,0.32146,0.18871,1.60373,3.04,1.6686,0.000143486,0.000143486,0.000143486
179,3931.92,0.68139,0.69573,0.9121,0.54176,0.26883,0.31773,0.1876,1.60308,3.01905,1.67492,0.000142347,0.000142347,0.000142347
180,3954.59,0.70652,0.70953,0.90808,0.65609,0.21972,0.3125,0.18628,1.60631,3.00172,1.68639,0.000141208,0.000141208,0.000141208
181,3979.64,0.74931,0.73917,0.95074,0.65609,0.21972,0.3125,0.18628,1.60631,3.00172,1.68639,0.00014007,0.00014007,0.00014007
182,4008.09,0.71914,0.74546,0.94084,0.65488,0.23037,0.31715,0.18528,1.61757,3.0067,1.70046,0.000138931,0.000138931,0.000138931
183,4031.89,0.75425,0.7539,0.95538,0.65455,0.22436,0.31258,0.18446,1.61808,3.03503,1.70901,0.000137793,0.000137793,0.000137793
