epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,4058.86,0.69432,0.73786,0.94085,0.65138,0.20552,0.31433,0.18158,1.63052,3.06296,1.71849,0.000136655,0.000136655,0.000136655
185,4083.7,0.71243,0.72308,0.93793,0.65138,0.20552,0.31433,0.18158,1.63052,3.06296,1.71849,0.000135516,0.000135516,0.000135516
186,4109.84,0.70502,0.72537,0.93231,0.37743,0.29146,0.30748,0.17366,1.64916,3.08447,1.72257,0.000134377,0.000134377,0.000134377
187,4133,0.78172,0.78779,0.93202,0.37151,0.27852,0.3038,0.17259,1.66764,3.09421,1.72929,0.000133239,0.000133239,0.000133239
188,4153.33,0.71969,0.73913,0.95055,0.36552,0.26997,0.30641,0.17293,1.66458,3.09098,1.7176,0.0001321,0.0001321,0.0001321
189,4173.82,0.67925,0.70458,0.92515,0.36552,0.26997,0.30641,0.17293,1.66458,3.09098,1.7176,0.000130962,0.000130962,0.000130962
190,4194.6,0.71908,0.70193,0.935,0.37227,0.2598,0.29714,0.17059,1.63321,3.12969,1.69507,0.000129824,0.000129824,0.000129824
191,4220.36,0.72462,0.71559,0.91585,0.37546,0.25184,0.29507,0.16855,1.63657,3.16969,1.6913,0.000128685,0.000128685,0.000128685
192,4241.82,0.68712,0.69383,0.92461,0.38313,0.25458,0.29485,0.16843,1.63886,3.15589,1.69074,0.000127546,0.000127546,0.000127546
193,4261.17,0.71537,0.72282,0.91287,0.38313,0.25458,0.29485,0.16843,1.63886,3.15589,1.69074,0.000126408,0.000126408,0.000126408
194,4281.83,0.69183,0.7031,0.92711,0.39762,0.26838,0.29882,0.1695,1.65659,3.13381,1.69505,0.00012527,0.00012527,0.00012527
195,4301.3,0.72365,0.70957,0.92425,0.41402,0.27931,0.29953,0.17008,1.65355,3.10476,1.67831,0.000124131,0.000124131,0.000124131
196,4321.92,0.70574,0.72503,0.91937,0.46584,0.28773,0.30182,0.17278,1.63654,3.10875,1.66381,0.000122992,0.000122992,0.000122992
197,4343,0.73218,0.70858,0.93588,0.46584,0.28773,0.30182,0.17278,1.63654,3.10875,1.66381,0.000121854,0.000121854,0.000121854
198,4364.76,0.71426,0.7347,0.91632,0.48837,0.28752,0.30565,0.17219,1.63001,3.08332,1.66769,0.000120716,0.000120716,0.000120716
199,4387.33,0.68967,0.70458,0.92905,0.49334,0.3004,0.31552,0.1819,1.61991,3.04207,1.66783,0.000119577,0.000119577,0.000119577
200,4408.21,0.70313,0.70548,0.91191,0.50616,0.29596,0.32364,0.19095,1.61955,3.01042,1.67695,0.000118438,0.000118438,0.000118438
201,4428.45,0.65546,0.66227,0.92779,0.50616,0.29596,0.32364,0.19095,1.61955,3.01042,1.67695,0.0001173,0.0001173,0.0001173
202,4452.18,0.6858,0.68332,0.91449,0.49573,0.28689,0.32187,0.18728,1.62092,2.98897,1.68008,0.000116161,0.000116161,0.000116161
203,4472.88,0.66387,0.70472,0.9267,0.54714,0.28769,0.31944,0.18473,1.63887,2.9622,1.68598,0.000115023,0.000115023,0.000115023
204,4492.3,0.69338,0.69084,0.92904,0.61842,0.27774,0.32451,0.18724,1.64459,2.95093,1.68978,0.000113885,0.000113885,0.000113885
205,4511.53,0.69357,0.68591,0.9217,0.61842,0.27774,0.32451,0.18724,1.64459,2.95093,1.68978,0.000112746,0.000112746,0.000112746
206,4530.75,0.6834,0.71621,0.91166,0.55977,0.28726,0.3344,0.19021,1.64719,2.95682,1.69396,0.000111607,0.000111607,0.000111607
207,4549.65,0.66619,0.69534,0.92505,0.54579,0.28439,0.33278,0.19003,1.65285,2.94978,1.70111,0.000110469,0.000110469,0.000110469
208,4568.6,0.69803,0.70916,0.90982,0.55061,0.28122,0.32294,0.18557,1.65963,2.95731,1.7047,0.000109331,0.000109331,0.000109331
209,4588.25,0.64726,0.66178,0.91318,0.55061,0.28122,0.32294,0.18557,1.65963,2.95731,1.7047,0.000108192,0.000108192,0.000108192
210,4608.13,0.67125,0.67638,0.92528,0.55331,0.27949,0.3207,0.18456,1.65505,2.96091,1.70347,0.000107054,0.000107054,0.000107054
211,4627.52,0.67781,0.69288,0.90444,0.57116,0.25682,0.31891,0.18473,1.64771,2.97412,1.69929,0.000105915,0.000105915,0.000105915
212,4647.07,0.71208,0.71164,0.92037,0.65473,0.24196,0.31232,0.18037,1.63452,3.0129,1.69408,0.000104776,0.000104776,0.000104776
213,4666.28,0.68765,0.69506,0.9158,0.65473,0.24196,0.31232,0.18037,1.63452,3.0129,1.69408,0.000103638,0.000103638,0.000103638
214,4686.98,0.7016,0.68923,0.90831,0.56519,0.25258,0.31285,0.18335,1.626,3.02931,1.68962,0.0001025,0.0001025,0.0001025
215,4707.22,0.67003,0.67823,0.91015,0.51529,0.2492,0.31338,0.18446,1.6185,3.0565,1.68532,0.000101361,0.000101361,0.000101361
216,4726.17,0.68464,0.69544,0.95121,0.62159,0.24422,0.30661,0.18255,1.61831,3.06782,1.6819,0.000100222,0.000100222,0.000100222
217,4745.12,0.68427,0.68371,0.93256,0.62159,0.24422,0.30661,0.18255,1.61831,3.06782,1.6819,9.9084e-05,9.9084e-05,9.9084e-05
218,4764.17,0.69384,0.69452,0.91076,0.49545,0.25805,0.30804,0.18372,1.61819,3.07748,1.67797,9.79455e-05,9.79455e-05,9.79455e-05
219,4783.34,0.65666,0.67543,0.91014,0.59228,0.26631,0.31239,0.18979,1.61756,3.11356,1.6796,9.6807e-05,9.6807e-05,9.6807e-05
220,4802.29,0.68436,0.68604,0.90787,0.50256,0.29056,0.30874,0.18848,1.60812,3.13628,1.67814,9.56685e-05,9.56685e-05,9.56685e-05
221,4821.42,0.66092,0.66029,0.90669,0.50256,0.29056,0.30874,0.18848,1.60812,3.13628,1.67814,9.453e-05,9.453e-05,9.453e-05
222,4840.57,0.65458,0.67893,0.91739,0.50054,0.27049,0.30772,0.18848,1.60771,3.1446,1.67933,9.33915e-05,9.33915e-05,9.33915e-05
223,4859.76,0.67535,0.68194,0.91331,0.50953,0.26224,0.32294,0.19626,1.60385,3.15185,1.67616,9.2253e-05,9.2253e-05,9.2253e-05
224,4878.74,0.62496,0.63439,0.89999,0.53157,0.27071,0.33757,0.20357,1.59762,3.16033,1.6694,9.11145e-05,9.11145e-05,9.11145e-05
225,4897.78,0.6709,0.66603,0.90197,0.53157,0.27071,0.33757,0.20357,1.59762,3.16033,1.6694,8.9976e-05,8.9976e-05,8.9976e-05
226,4916.62,0.66644,0.67843,0.93597,0.51032,0.28572,0.34838,0.21409,1.59966,3.15239,1.67119,8.88375e-05,8.88375e-05,8.88375e-05
227,4935.52,0.66483,0.69049,0.91943,0.46285,0.28115,0.34025,0.20829,1.60836,3.15692,1.67616,8.7699e-05,8.7699e-05,8.7699e-05
228,4954.8,0.69831,0.68826,0.91852,0.52467,0.28904,0.34743,0.21096,1.61313,3.15472,1.68449,8.65605e-05,8.65605e-05,8.65605e-05
229,4975,0.64804,0.67403,0.91633,0.52467,0.28904,0.34743,0.21096,1.61313,3.15472,1.68449,8.5422e-05,8.5422e-05,8.5422e-05
230,5006.74,0.69226,0.69449,0.91989,0.52809,0.28987,0.34779,0.20972,1.61679,3.15675,1.68967,8.42835e-05,8.42835e-05,8.42835e-05
231,5030.09,0.68365,0.67855,0.9126,0.5356,0.28681,0.34352,0.2053,1.62139,3.17948,1.69965,8.3145e-05,8.3145e-05,8.3145e-05
232,5050.08,0.66639,0.67257,0.92406,0.5319,0.28404,0.3517,0.20696,1.62437,3.18811,1.70454,8.20065e-05,8.20065e-05,8.20065e-05
233,5069.34,0.68465,0.69229,0.91714,0.5319,0.28404,0.3517,0.20696,1.62437,3.18811,1.70454,8.0868e-05,8.0868e-05,8.0868e-05
234,5088.44,0.68365,0.68082,0.92385,0.53042,0.28016,0.34834,0.20845,1.63684,3.18148,1.7224,7.97295e-05,7.97295e-05,7.97295e-05
235,5107.27,0.66651,0.69709,0.92967,0.53683,0.27658,0.33816,0.20277,1.63931,3.17039,1.73006,7.8591e-05,7.8591e-05,7.8591e-05
236,5126.62,0.63569,0.65385,0.9127,0.53288,0.28695,0.34515,0.20558,1.62434,3.16774,1.71886,7.74525e-05,7.74525e-05,7.74525e-05
237,5145.95,0.68052,0.6929,0.92324,0.53288,0.28695,0.34515,0.20558,1.62434,3.16774,1.71886,7.6314e-05,7.6314e-05,7.6314e-05
238,5164.99,0.66119,0.65372,0.92847,0.52826,0.28927,0.34331,0.20458,1.62247,3.15584,1.71604,7.51755e-05,7.51755e-05,7.51755e-05
239,5183.69,0.66307,0.68678,0.928,0.52209,0.29052,0.34475,0.20615,1.61562,3.12608,1.70914,7.4037e-05,7.4037e-05,7.4037e-05
240,5202.43,0.66019,0.6583,0.901,0.51817,0.29037,0.35108,0.20807,1.60424,3.11929,1.69702,7.28985e-05,7.28985e-05,7.28985e-05
241,5221.52,0.66483,0.68359,0.92375,0.51817,0.29037,0.35108,0.20807,1.60424,3.11929,1.69702,7.176e-05,7.176e-05,7.176e-05
242,5240.47,0.66842,0.65915,0.93159,0.52059,0.29386,0.34836,0.2032,1.60819,3.10509,1.69558,7.06215e-05,7.06215e-05,7.06215e-05
243,5259.56,0.66515,0.67499,0.91449,0.52492,0.30189,0.34777,0.20258,1.61389,3.08793,1.70057,6.9483e-05,6.9483e-05,6.9483e-05
244,5278.91,0.61443,0.63219,0.90512,0.5106,0.29451,0.34163,0.19936,1.61807,3.09385,1.70916,6.83445e-05,6.83445e-05,6.83445e-05
245,5298.38,0.62293,0.63868,0.89444,0.5106,0.29451,0.34163,0.19936,1.61807,3.09385,1.70916,6.7206e-05,6.7206e-05,6.7206e-05
246,5317.45,0.67404,0.68108,0.92012,0.48185,0.28741,0.33487,0.19414,1.62054,3.07514,1.70936,6.60675e-05,6.60675e-05,6.60675e-05
247,5336.27,0.6651,0.67361,0.91722,0.48887,0.28914,0.33093,0.19251,1.63066,3.0745,1.711,6.4929e-05,6.4929e-05,6.4929e-05
248,5355.37,0.64737,0.64529,0.91741,0.5164,0.29623,0.33715,0.19878,1.63616,3.0883,1.71415,6.37905e-05,6.37905e-05,6.37905e-05
249,5374.28,0.65186,0.66932,0.90618,0.5164,0.29623,0.33715,0.19878,1.63616,3.0883,1.71415,6.2652e-05,6.2652e-05,6.2652e-05
250,5393.13,0.68045,0.70879,0.92097,0.51727,0.29711,0.33897,0.19936,1.63413,3.10229,1.71324,6.15135e-05,6.15135e-05,6.15135e-05
251,5411.94,0.6362,0.65517,0.91459,0.52425,0.29067,0.3314,0.19389,1.63348,3.10034,1.71093,6.0375e-05,6.0375e-05,6.0375e-05
252,5431.23,0.66258,0.66942,0.90461,0.46167,0.29484,0.32327,0.18991,1.63017,3.07913,1.70829,5.92365e-05,5.92365e-05,5.92365e-05
253,5450.17,0.6527,0.65769,0.90439,0.46167,0.29484,0.32327,0.18991,1.63017,3.07913,1.70829,5.8098e-05,5.8098e-05,5.8098e-05
254,5469.38,0.66485,0.68068,0.91654,0.46165,0.29854,0.32617,0.1911,1.62315,3.06197,1.70379,5.69595e-05,5.69595e-05,5.69595e-05
255,5488.21,0.67378,0.67771,0.91577,0.46691,0.30993,0.33047,0.19331,1.62941,3.04749,1.71038,5.5821e-05,5.5821e-05,5.5821e-05
256,5507.21,0.63703,0.65069,0.90292,0.46292,0.30492,0.32937,0.19215,1.63251,3.04034,1.71364,5.46825e-05,5.46825e-05,5.46825e-05
257,5526.2,0.66835,0.67587,0.91696,0.46292,0.30492,0.32937,0.19215,1.63251,3.04034,1.71364,5.3544e-05,5.3544e-05,5.3544e-05
258,5545.13,0.67872,0.66212,0.91946,0.45436,0.30173,0.33179,0.19397,1.64638,3.00586,1.72259,5.24055e-05,5.24055e-05,5.24055e-05
259,5564.03,0.64595,0.64616,0.92947,0.45534,0.30297,0.32126,0.18752,1.65223,3.00639,1.73107,5.1267e-05,5.1267e-05,5.1267e-05
260,5583,0.63747,0.63893,0.90129,0.45391,0.3024,0.32247,0.18752,1.6575,3.0038,1.73895,5.01285e-05,5.01285e-05,5.01285e-05
261,5602.48,0.69959,0.69957,0.92319,0.45391,0.3024,0.32247,0.18752,1.6575,3.0038,1.73895,4.899e-05,4.899e-05,4.899e-05
262,5621.74,0.60108,0.6237,0.88532,0.4572,0.31015,0.3261,0.19085,1.65399,3.00469,1.73737,4.78515e-05,4.78515e-05,4.78515e-05
263,5641.43,0.69142,0.69388,0.91456,0.45706,0.31329,0.32959,0.19306,1.65503,3.00676,1.73983,4.6713e-05,4.6713e-05,4.6713e-05
264,5660.39,0.65045,0.65777,0.91816,0.45552,0.31742,0.33102,0.19451,1.65073,3.0036,1.73662,4.55745e-05,4.55745e-05,4.55745e-05
265,5679.15,0.63998,0.65695,0.91438,0.45552,0.31742,0.33102,0.19451,1.65073,3.0036,1.73662,4.4436e-05,4.4436e-05,4.4436e-05
266,5698.27,0.65477,0.65611,0.91261,0.44793,0.31541,0.33644,0.20115,1.64981,3.00215,1.73758,4.32975e-05,4.32975e-05,4.32975e-05
267,5717.1,0.65476,0.64965,0.90923,0.4467,0.31409,0.33366,0.20043,1.65758,2.98454,1.74536,4.2159e-05,4.2159e-05,4.2159e-05
268,5736.02,0.60662,0.62608,0.89633,0.443,0.31241,0.33544,0.20006,1.66308,2.9864,1.75369,4.10205e-05,4.10205e-05,4.10205e-05
269,5755.19,0.67676,0.67173,0.91879,0.443,0.31241,0.33544,0.20006,1.66308,2.9864,1.75369,3.9882e-05,3.9882e-05,3.9882e-05
270,5774.34,0.64999,0.6543,0.90304,0.44436,0.31855,0.33326,0.19705,1.66699,2.98054,1.75884,3.87435e-05,3.87435e-05,3.87435e-05
271,5793.66,0.65338,0.6708,0.90358,0.44662,0.3191,0.33272,0.19615,1.66408,2.99542,1.75725,3.7605e-05,3.7605e-05,3.7605e-05
272,5812.82,0.63161,0.64969,0.87625,0.44239,0.31267,0.33065,0.19482,1.66565,3.00717,1.75555,3.64665e-05,3.64665e-05,3.64665e-05
273,5832.32,0.63258,0.66172,0.89749,0.44239,0.31267,0.33065,0.19482,1.66565,3.00717,1.75555,3.5328e-05,3.5328e-05,3.5328e-05
274,5851.64,0.66142,0.66681,0.90046,0.44313,0.31599,0.32906,0.19537,1.67193,3.01077,1.75605,3.41895e-05,3.41895e-05,3.41895e-05
275,5871.29,0.61468,0.62714,0.89428,0.44037,0.31273,0.32585,0.19212,1.66498,3.02166,1.7507,3.3051e-05,3.3051e-05,3.3051e-05
276,5890.95,0.64594,0.65649,0.91718,0.43544,0.30866,0.32747,0.19425,1.65922,3.0204,1.74979,3.19125e-05,3.19125e-05,3.19125e-05
277,5910.47,0.63834,0.65704,0.90442,0.43544,0.30866,0.32747,0.19425,1.65922,3.0204,1.74979,3.0774e-05,3.0774e-05,3.0774e-05
278,5931.08,0.63238,0.63857,0.89821,0.4411,0.3132,0.32833,0.1938,1.65719,3.02547,1.74866,2.96355e-05,2.96355e-05,2.96355e-05
279,5950.82,0.61349,0.63901,0.90254,0.44499,0.31066,0.3234,0.19107,1.64571,3.04545,1.73863,2.8497e-05,2.8497e-05,2.8497e-05
280,5970.17,0.63078,0.64176,0.90481,0.44038,0.30031,0.32098,0.19068,1.63261,3.06005,1.72766,2.73585e-05,2.73585e-05,2.73585e-05
281,5989.42,0.65063,0.6469,0.90524,0.44038,0.30031,0.32098,0.19068,1.63261,3.06005,1.72766,2.622e-05,2.622e-05,2.622e-05
282,6008.38,0.67856,0.66344,0.9068,0.47027,0.30815,0.33187,0.19306,1.62802,3.04654,1.72273,2.50815e-05,2.50815e-05,2.50815e-05
283,6027.56,0.66485,0.64165,0.90233,0.4643,0.30823,0.33333,0.19253,1.6266,3.04147,1.72129,2.3943e-05,2.3943e-05,2.3943e-05
284,6046.72,0.65436,0.66955,0.90952,0.46831,0.30809,0.33177,0.1916,1.62635,3.04226,1.71712,2.28045e-05,2.28045e-05,2.28045e-05
285,6065.89,0.68569,0.67984,0.9148,0.46831,0.30809,0.33177,0.1916,1.62635,3.04226,1.71712,2.1666e-05,2.1666e-05,2.1666e-05
286,6084.27,0.65383,0.64291,0.90609,0.47013,0.30821,0.33379,0.19489,1.62435,3.04373,1.71654,2.05275e-05,2.05275e-05,2.05275e-05
287,6102.9,0.67095,0.6674,0.90954,0.46523,0.30848,0.33116,0.19241,1.62525,3.04768,1.71595,1.9389e-05,1.9389e-05,1.9389e-05
288,6121.37,0.6506,0.6559,0.91103,0.46656,0.30884,0.33521,0.19412,1.62513,3.04416,1.71628,1.82505e-05,1.82505e-05,1.82505e-05
289,6140.02,0.6459,0.66805,0.89311,0.46656,0.30884,0.33521,0.19412,1.62513,3.04416,1.71628,1.7112e-05,1.7112e-05,1.7112e-05
290,6158.78,0.61489,0.64958,0.9099,0.46775,0.30801,0.3397,0.19622,1.62311,3.05362,1.71577,1.59735e-05,1.59735e-05,1.59735e-05
291,6176.79,0.75587,0.84868,0.94408,0.46422,0.31821,0.3415,0.19757,1.6277,3.02361,1.71655,1.4835e-05,1.4835e-05,1.4835e-05
292,6194.72,0.77584,0.87528,0.93344,0.57247,0.28568,0.34145,0.19918,1.63081,2.97526,1.70811,1.36965e-05,1.36965e-05,1.36965e-05
293,6212.66,0.72867,0.82278,0.92118,0.57247,0.28568,0.34145,0.19918,1.63081,2.97526,1.70811,1.2558e-05,1.2558e-05,1.2558e-05
294,6230.39,0.74532,0.85205,0.96365,0.52117,0.28356,0.33559,0.19436,1.61367,2.92729,1.69153,1.14195e-05,1.14195e-05,1.14195e-05
295,6248.55,0.69712,0.78263,0.91914,0.51911,0.28129,0.33237,0.19066,1.62708,2.91078,1.71064,1.0281e-05,1.0281e-05,1.0281e-05
296,6266.49,0.73744,0.85845,0.9413,0.52301,0.2822,0.32883,0.18762,1.62983,2.90357,1.71497,9.1425e-06,9.1425e-06,9.1425e-06
297,6284.28,0.66166,0.72766,0.92617,0.52301,0.2822,0.32883,0.18762,1.62983,2.90357,1.71497,8.004e-06,8.004e-06,8.004e-06
298,6302.25,0.62964,0.69497,0.91269,0.52306,0.28046,0.32962,0.18544,1.63453,2.8909,1.72117,6.8655e-06,6.8655e-06,6.8655e-06
299,6320.01,0.68019,0.76697,0.9237,0.51794,0.27421,0.32844,0.18396,1.6368,2.8752,1.72513,5.727e-06,5.727e-06,5.727e-06
300,6337.85,0.68803,0.79328,0.92601,0.52833,0.26468,0.32746,0.18248,1.62934,2.86153,1.71666,4.5885e-06,4.5885e-06,4.5885e-06
