epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,944.744,1.02745,1.27788,1.11929,0.8402,0.63042,0.77387,0.60382,0.9105,1.13733,1.03299,0.000290352,0.000290352,0.000290352
18,998.973,1.00675,1.29847,1.12049,0.76113,0.62133,0.76938,0.59665,0.9093,1.19575,1.02499,0.000286936,0.000286936,0.000286936
19,1054.28,0.99655,1.19893,1.0997,0.74561,0.62426,0.74637,0.58197,0.90268,1.21282,1.01875,0.000283521,0.000283521,0.000283521
20,1112.27,1.03078,1.20435,1.11195,0.78247,0.64939,0.75375,0.58839,0.90325,1.15937,1.01908,0.000280106,0.000280106,0.000280106
21,1168.69,0.96505,1.13312,1.09634,0.87435,0.59531,0.77616,0.60332,0.89482,1.12811,1.01356,0.00027669,0.00027669,0.00027669
22,1222.9,0.96849,1.14276,1.09673,0.89668,0.57481,0.75494,0.59093,0.88385,1.15606,1.00549,0.000273275,0.000273275,0.000273275
23,1277.39,0.95628,1.14781,1.09497,0.75088,0.66529,0.76555,0.5936,0.90994,1.26837,1.01078,0.000269859,0.000269859,0.000269859
24,1332.99,0.94805,1.1269,1.08375,0.76624,0.65467,0.76807,0.59865,0.94044,1.26836,1.02288,0.000266444,0.000266444,0.000266444
25,1387.37,0.95615,1.14096,1.07483,0.7269,0.67068,0.75863,0.59278,0.93082,1.25405,1.02677,0.000263028,0.000263028,0.000263028
26,1442.57,0.99432,1.13986,1.09702,0.69816,0.63078,0.73268,0.57452,0.90842,1.26885,1.02439,0.000259612,0.000259612,0.000259612
27,1497.52,0.93793,1.10823,1.07084,0.68393,0.59619,0.7206,0.55917,0.92999,1.31789,1.03091,0.000256197,0.000256197,0.000256197
28,1553.31,0.99751,1.15132,1.08711,0.71394,0.66908,0.75136,0.57532,0.92567,1.23038,1.03269,0.000252781,0.000252781,0.000252781
29,1607.93,0.97042,1.08321,1.07489,0.65976,0.70933,0.73363,0.56472,0.91739,1.15623,1.03329,0.000249366,0.000249366,0.000249366
30,1662.78,0.95222,1.06371,1.06955,0.70806,0.62215,0.73632,0.5559,0.9603,1.15175,1.0551,0.00024595,0.00024595,0.00024595
31,1717.25,0.93845,1.08159,1.08309,0.6594,0.70084,0.73497,0.55499,0.95951,1.14895,1.04291,0.000242535,0.000242535,0.000242535
32,1772.77,0.92453,1.05005,1.07638,0.58628,0.74647,0.72711,0.55675,0.91369,1.22293,1.01712,0.000239119,0.000239119,0.000239119
33,1826.98,0.89515,1.02487,1.05591,0.61258,0.71356,0.71656,0.54932,0.91886,1.27848,1.01911,0.000235704,0.000235704,0.000235704
34,1881.46,0.9308,1.02219,1.07675,0.60754,0.71276,0.69772,0.53497,0.93854,1.29057,1.03858,0.000232288,0.000232288,0.000232288
35,1947.98,0.89365,0.99795,1.05692,0.60932,0.67957,0.7146,0.55358,0.91619,1.22777,1.04601,0.000228873,0.000228873,0.000228873
36,2013.65,0.91377,1.00554,1.05755,0.63498,0.6754,0.73586,0.5731,0.91727,1.12955,1.04382,0.000225457,0.000225457,0.000225457
37,2075.27,0.88009,1.00433,1.04708,0.55477,0.71953,0.74061,0.56607,0.94626,1.13255,1.04745,0.000222042,0.000222042,0.000222042
38,2134.41,0.87122,0.97198,1.04297,0.65238,0.65482,0.74265,0.56749,0.92672,1.1446,1.0352,0.000218627,0.000218627,0.000218627
39,2196.99,0.91035,1.00276,1.0455,0.741,0.64358,0.74335,0.56974,0.93181,1.16114,1.03579,0.000215211,0.000215211,0.000215211
40,2263.09,0.85463,0.97906,1.03682,0.75126,0.6393,0.76306,0.58572,0.92731,1.15673,1.02686,0.000211795,0.000211795,0.000211795
41,2333.58,0.91842,1.01971,1.05779,0.61578,0.75489,0.75346,0.58188,0.91799,1.15821,1.02554,0.00020838,0.00020838,0.00020838
42,2397.15,0.87985,0.97205,1.05054,0.58071,0.72239,0.71337,0.54559,0.94837,1.20778,1.04286,0.000204965,0.000204965,0.000204965
43,2457.58,0.89591,0.96772,1.05025,0.54847,0.75168,0.71655,0.54599,0.95433,1.18019,1.04573,0.000201549,0.000201549,0.000201549
44,2516.57,0.87527,0.9479,1.03544,0.69428,0.6588,0.71669,0.55238,0.95494,1.12912,1.04736,0.000198134,0.000198134,0.000198134
45,2575.53,0.89325,0.94689,1.03905,0.70625,0.64829,0.74597,0.58291,0.92389,1.13288,1.04216,0.000194718,0.000194718,0.000194718
46,2642.7,0.89074,0.991,1.03486,0.73508,0.64328,0.72513,0.558,0.96118,1.16772,1.05686,0.000191303,0.000191303,0.000191303
47,2703.25,0.85776,0.92525,1.04038,0.63905,0.66244,0.72623,0.5517,0.9744,1.22013,1.06275,0.000187887,0.000187887,0.000187887
48,2762.3,0.82783,0.90042,1.01822,0.7091,0.60995,0.73576,0.56775,0.9759,1.20152,1.07329,0.000184472,0.000184472,0.000184472
49,2818.95,0.84973,0.91417,1.02378,0.65785,0.6517,0.74575,0.57488,0.98555,1.20577,1.07262,0.000181056,0.000181056,0.000181056
50,2875.78,0.84761,0.94831,1.03771,0.64281,0.67626,0.73786,0.56803,0.96809,1.20735,1.05618,0.00017764,0.00017764,0.00017764
51,2934.21,0.87814,0.92923,1.02663,0.68663,0.63666,0.75426,0.58595,0.94627,1.18964,1.04603,0.000174225,0.000174225,0.000174225
52,2993.25,0.8645,0.91267,1.02199,0.66242,0.65214,0.75338,0.58192,0.93944,1.17753,1.04021,0.000170809,0.000170809,0.000170809
53,3053.34,0.83661,0.9011,1.0201,0.62094,0.73772,0.74891,0.58247,0.9517,1.19556,1.03739,0.000167394,0.000167394,0.000167394
54,3108.97,0.85283,0.88085,1.02024,0.62392,0.73281,0.76522,0.59321,0.95291,1.19587,1.04366,0.000163978,0.000163978,0.000163978
55,3166.22,0.83011,0.89792,1.00879,0.64851,0.743,0.76173,0.58174,0.96107,1.17386,1.0473,0.000160563,0.000160563,0.000160563
56,3221.42,0.7962,0.84465,1.01402,0.62874,0.77197,0.7696,0.58953,0.93676,1.13696,1.02188,0.000157147,0.000157147,0.000157147
57,3277.11,0.86113,0.9088,1.0065,0.65251,0.73061,0.77021,0.58894,0.92539,1.10022,1.0209,0.000153732,0.000153732,0.000153732
58,3331.86,0.83565,0.88109,1.01813,0.67978,0.74787,0.76419,0.5826,0.95475,1.07059,1.0429,0.000150317,0.000150317,0.000150317
59,3387.4,0.84878,0.8854,1.0227,0.65564,0.73873,0.76456,0.58735,0.94856,1.05502,1.04533,0.000146901,0.000146901,0.000146901
60,3441.67,0.80609,0.85132,1.03498,0.6907,0.68852,0.76788,0.59088,0.93194,1.07824,1.03742,0.000143486,0.000143486,0.000143486
61,3495.85,0.8254,0.89101,1.03018,0.66536,0.72844,0.76636,0.58857,0.94259,1.11419,1.04028,0.00014007,0.00014007,0.00014007
62,3550.26,0.8245,0.90166,1.01737,0.67515,0.70994,0.76036,0.58919,0.95593,1.14391,1.04603,0.000136655,0.000136655,0.000136655
63,3605.12,0.82407,0.88912,1.01643,0.72198,0.67032,0.76529,0.59505,0.9414,1.12418,1.04067,0.000133239,0.000133239,0.000133239
64,3660.27,0.82945,0.88925,0.99648,0.63634,0.76365,0.7693,0.5974,0.93282,1.07241,1.03997,0.000129824,0.000129824,0.000129824
65,3714.81,0.80876,0.85719,0.99723,0.63789,0.74492,0.77544,0.60325,0.92348,1.06979,1.03014,0.000126408,0.000126408,0.000126408
66,3770,0.8143,0.84298,0.99706,0.71076,0.65997,0.7709,0.60145,0.90567,1.06842,1.02252,0.000122992,0.000122992,0.000122992
67,3824.6,0.8077,0.84614,1.00408,0.7222,0.66523,0.7681,0.59741,0.919,1.08653,1.02174,0.000119577,0.000119577,0.000119577
68,3879.24,0.81319,0.87288,1.02328,0.68009,0.68051,0.75802,0.58357,0.93506,1.14632,1.02034,0.000116161,0.000116161,0.000116161
69,3933.7,0.80489,0.84452,1.00849,0.66118,0.71019,0.75159,0.5829,0.92589,1.14562,1.02366,0.000112746,0.000112746,0.000112746
70,3988.37,0.8156,0.83418,0.99608,0.6777,0.70055,0.75874,0.58558,0.92934,1.11843,1.03551,0.000109331,0.000109331,0.000109331
71,4042.78,0.79627,0.82792,1.00509,0.68345,0.68041,0.75453,0.57418,0.95774,1.10261,1.05897,0.000105915,0.000105915,0.000105915
72,4096.09,0.79955,0.83902,1.0075,0.65444,0.68055,0.75357,0.57542,0.92489,1.0903,1.03867,0.0001025,0.0001025,0.0001025
73,4150.05,0.80236,0.86346,1.01558,0.6716,0.67902,0.75104,0.57957,0.93067,1.11938,1.03141,9.9084e-05,9.9084e-05,9.9084e-05
74,4203.95,0.79111,0.84937,0.99424,0.69923,0.6595,0.74919,0.5802,0.92526,1.11253,1.02889,9.56685e-05,9.56685e-05,9.56685e-05
75,4257.5,0.79927,0.84795,1.00074,0.67877,0.66811,0.74685,0.58243,0.93841,1.09392,1.03955,9.2253e-05,9.2253e-05,9.2253e-05
76,4311.45,0.82361,0.85754,1.02436,0.71274,0.67454,0.74739,0.58064,0.94281,1.05949,1.04079,8.88375e-05,8.88375e-05,8.88375e-05
77,4364.89,0.79141,0.82255,1.00608,0.69859,0.6744,0.75023,0.5886,0.93229,1.05398,1.03288,8.5422e-05,8.5422e-05,8.5422e-05
78,4419.46,0.80017,0.82912,1.01212,0.69471,0.66655,0.75281,0.58589,0.93207,1.06609,1.02957,8.20065e-05,8.20065e-05,8.20065e-05
79,4473.55,0.79114,0.82932,1.00589,0.67991,0.65904,0.74432,0.58259,0.92992,1.09209,1.03105,7.8591e-05,7.8591e-05,7.8591e-05
80,4527.55,0.75111,0.77462,0.98111,0.66421,0.66339,0.74248,0.58384,0.93128,1.1358,1.0332,7.51755e-05,7.51755e-05,7.51755e-05
81,4581.64,0.74708,0.79197,0.99283,0.74792,0.58453,0.74009,0.58003,0.94381,1.14857,1.0417,7.176e-05,7.176e-05,7.176e-05
82,4635.35,0.77768,0.80337,0.98656,0.67871,0.64324,0.73861,0.57717,0.94845,1.15149,1.04453,6.83445e-05,6.83445e-05,6.83445e-05
83,4689.6,0.78445,0.83061,0.99575,0.69836,0.62409,0.74186,0.58132,0.94313,1.14353,1.04199,6.4929e-05,6.4929e-05,6.4929e-05
84,4743.76,0.78836,0.81916,1.00173,0.76909,0.58427,0.74721,0.58577,0.93169,1.11585,1.03526,6.15135e-05,6.15135e-05,6.15135e-05
85,4797.57,0.76727,0.78246,0.99286,0.71349,0.64143,0.76522,0.6016,0.93342,1.10587,1.03281,5.8098e-05,5.8098e-05,5.8098e-05
86,4851.54,0.79704,0.84474,1.00633,0.71027,0.65675,0.77474,0.60812,0.93317,1.095,1.03004,5.46825e-05,5.46825e-05,5.46825e-05
87,4905.54,0.82799,0.84598,1.01501,0.72746,0.63378,0.77795,0.60194,0.9405,1.09135,1.03123,5.1267e-05,5.1267e-05,5.1267e-05
88,4959.49,0.77374,0.80675,0.99664,0.69,0.67736,0.77802,0.60435,0.95062,1.07121,1.03615,4.78515e-05,4.78515e-05,4.78515e-05
89,5013.98,0.76686,0.78879,0.99158,0.7115,0.6598,0.77968,0.60356,0.94434,1.06792,1.03387,4.4436e-05,4.4436e-05,4.4436e-05
90,5067.74,0.79886,0.8407,1.01291,0.71957,0.66231,0.77446,0.59943,0.93103,1.05774,1.02851,4.10205e-05,4.10205e-05,4.10205e-05
91,5120.15,0.86799,1.05236,1.02485,0.71128,0.69391,0.77523,0.60112,0.9304,1.06199,1.02731,3.7605e-05,3.7605e-05,3.7605e-05
92,5172.3,0.85227,1.04775,1.03853,0.67974,0.66873,0.74893,0.56985,0.9601,1.12731,1.03929,3.41895e-05,3.41895e-05,3.41895e-05
93,5224.48,0.89512,1.17989,1.04211,0.60115,0.70542,0.73461,0.54963,0.97934,1.16824,1.04786,3.0774e-05,3.0774e-05,3.0774e-05
94,5276.73,0.78301,0.86752,0.99152,0.70073,0.60984,0.72767,0.53861,0.98264,1.197,1.05231,2.73585e-05,2.73585e-05,2.73585e-05
95,5329.72,0.73348,0.84888,0.98755,0.62252,0.63787,0.71518,0.53141,0.98108,1.20808,1.05376,2.3943e-05,2.3943e-05,2.3943e-05
96,5381.88,0.76308,0.86436,0.97979,0.6135,0.62885,0.69879,0.52668,0.97834,1.20892,1.0566,2.05275e-05,2.05275e-05,2.05275e-05
97,5434.64,0.76971,0.88729,0.98702,0.57817,0.70549,0.70148,0.52766,0.98306,1.20297,1.06151,1.7112e-05,1.7112e-05,1.7112e-05
98,5488.74,0.74259,0.81742,0.97738,0.59733,0.67292,0.69985,0.52416,0.99041,1.19169,1.06776,1.36965e-05,1.36965e-05,1.36965e-05
99,5542.02,0.75662,0.8352,0.9885,0.62023,0.64891,0.69886,0.52314,0.99831,1.19306,1.07292,1.0281e-05,1.0281e-05,1.0281e-05
100,5594.84,0.73903,0.80279,0.97541,0.61951,0.67113,0.69988,0.52368,1.00624,1.17915,1.078,6.8655e-06,6.8655e-06,6.8655e-06
